StudentID,FirstName,LastName,Gender,DateOfBirth,Major,GPA
1189,Oaklynn,Fletcher,Female,12/15/2005,Mathematics,3.14
1190,Joseph,Clarke,Male,1/18/1995,Biology,2.81
1191,Amara,Palmer,Female,6/21/1994,Mathematics,2.78
1192,Serenity,Phillips,Female,7/20/1994,Mathematics,3.99
1193,Addison,Stewart,Female,4/21/1990,Biology,2.33
1194,Oliver,Scott,Male,10/20/1997,Biology,2.29
1195,Eleanor,Hughes,Female,9/20/2003,Physics,3.83
1196,Gabriella,Wright,Female,10/2/2001,Physics,2.32
1197,Jaxon,Butler,Male,6/13/1995,Mathematics,2.34
1198,Levi,Thomas,Male,7/3/1990,Computer Science,2.29
1199,Jordan,Barnes,Male,11/9/2002,Mathematics,2.46
1200,Elena,Thomas,Female,8/19/2002,Biology,2.77
1201,Avery,Rogers,Female,3/17/1992,Computer Science,3.36
1202,Athena,Dixon,Female,5/6/2003,Physics,2.97
1203,Harry,West,Male,8/13/2004,Physics,2.47
1204,Adriel,Marshall,Male,10/9/1993,Biology,3
1205,Anaya,Turner,Female,3/16/1992,Mathematics,2.78
1206,Mila,Cook,Female,4/17/2005,Mathematics,2.38
1207,Wyatt,Barnes,Male,7/30/2002,Computer Science,2.22
1208,Melody,Wilson,Female,10/8/1992,Mathematics,3.97
1209,Brielle,Reynolds,Female,1/11/2004,Biology,2.6
1210,Emma,Hughes,Female,9/16/1995,Physics,2.59
1211,Bella,Lloyd,Female,3/4/1995,Physics,2.77
1212,Tommy,Baker,Male,11/16/1997,Computer Science,3.03
1213,Charlie,Morgan,Male,8/30/2002,Biology,3.87
1214,Jade,Patel,Female,6/29/1992,Biology,2.81
1215,Sophie,Wilson,Female,1/10/1996,Computer Science,3.57
1216,Sofia,Thompson,Female,2/2/1992,Biology,2.56
1217,Zoey,Jenkins,Female,5/12/1991,Mathematics,3.28
1218,River,King,Male,3/2/1991,Mathematics,2.22
1219,Nova,Bailey,Female,12/5/2004,Biology,3.21
1220,Atlas,Powell,Male,5/29/2002,Computer Science,3.34
1221,Aria,Turner,Female,4/20/1994,Mathematics,3.51
1222,Michael,Lee,Male,12/25/2000,Physics,3.58
1223,Grace,Lawrence,Female,11/29/1993,Computer Science,2.8
1224,Everett,Lewis,Male,6/28/1999,Computer Science,3.85
1225,Amelia,Ward,Female,9/15/1999,Biology,2.88
1226,George,Elliott,Male,7/22/1996,Physics,2.21
1227,Freddie,Stevens,Male,11/5/1999,Biology,3.93
1228,Waylon,Phillips,Male,8/27/1995,Physics,3.71
1229,Isabella,Fisher,Female,3/31/1990,Physics,3.15
1230,Phoebe,Payne,Female,7/25/1991,Mathematics,2.55
1231,Arabella,Richards,Female,2/11/1999,Biology,2.01
1232,George,Morgan,Male,2/18/2005,Biology,2.17
1233,Isaac,Fletcher,Male,10/28/1992,Biology,3.5
1234,Axel,Cooper,Male,10/31/1997,Computer Science,3.77
1235,Bella,Jenkins,Female,5/12/1999,Computer Science,2.94
1236,Evie,Powell,Female,5/15/1999,Mathematics,2.82
1237,Michael,Webb,Male,8/6/2001,Mathematics,3.74
1238,Malachi,Kelly,Male,10/26/1999,Computer Science,2.12
1239,Cameron,Palmer,Male,10/5/1998,Mathematics,3.3
1240,Alexander,Matthews,Male,8/16/2003,Physics,2.59
1241,Roman,Lewis,Male,7/9/1996,Physics,2.28
1242,Naomi,Ellis,Female,10/12/1996,Computer Science,3.4
1243,Jasmine,Perry,Female,2/14/1990,Biology,2.33
1244,Valentina,Morgan,Female,5/1/1996,Biology,3.98
1245,Emily,Moore,Female,3/11/2000,Biology,2.45
1246,Eli,Lloyd,Male,11/29/2005,Mathematics,2.66
1247,Aaliyah,Johnson,Female,7/16/1997,Computer Science,3.4
1248,Luke,Wilkinson,Male,7/10/2002,Mathematics,3.47
1249,Brooklyn,Clark,Female,4/14/1998,Physics,2.19
1250,Maria,Jones,Female,3/3/1990,Computer Science,2.38
1251,Julian,Cox,Male,3/9/1996,Physics,2.25
1252,Zoey,Kennedy,Female,8/14/2001,Mathematics,3.5
1253,Cameron,Fisher,Male,8/30/1999,Biology,3.63
1254,Eloise,Morgan,Female,10/3/1994,Biology,2.83
1255,Roman,Wood,Male,12/22/2005,Physics,3.88
1256,Ellie,Cox,Female,4/3/2002,Biology,2.94
1257,Anaya,Gray,Female,6/16/1997,Biology,3.41
1258,Paisley,Butler,Female,8/19/1998,Mathematics,3.85
1259,Maeve,King,Female,2/19/1996,Computer Science,2.1
1260,Jade,Powell,Female,1/16/1994,Biology,2.02
1261,Gianna,Payne,Female,7/4/1990,Mathematics,2.46
1262,Adam,Murray,Male,8/22/2004,Biology,2.93
1263,Nathan,Collins,Male,7/21/1997,Computer Science,2.07
1264,Isla,Martin,Female,12/7/2005,Computer Science,3.79
1265,Beau,Roberts,Male,10/13/1993,Physics,2.97
1266,Luna,Reynolds,Female,3/4/1993,Biology,3.62
1267,Grayson,Palmer,Male,3/23/2001,Physics,2.92
1268,Lainey,Graham,Female,5/3/2003,Biology,3.25
1269,Oliver,Lloyd,Male,10/26/1994,Physics,3.48
1270,Cooper,Mitchell,Male,2/23/2001,Mathematics,2.45
1271,Ellie,Davies,Female,1/2/1995,Physics,2.76
1272,Rylee,Green,Female,8/10/2002,Biology,2.64
1273,Luka,Morgan,Male,9/27/1992,Computer Science,3.25
1274,Bella,Thomas,Female,11/15/1996,Biology,2.79
1275,Christian,Morgan,Male,5/9/1996,Physics,2.81
1276,Elias,Dixon,Male,2/9/1990,Biology,3.17
1277,Aurora,Matthews,Female,8/14/2000,Biology,2.24
1278,Hailey,Thompson,Female,5/6/1992,Physics,3.36
1279,Myles,Fletcher,Male,3/31/1997,Mathematics,3.58
1280,Emma,Moore,Female,6/19/1997,Physics,3.75
1281,Xavier,Matthews,Male,11/27/2003,Physics,3.44
1282,Elijah,White,Male,6/17/1998,Physics,2.8
1283,Emery,Parker,Female,6/10/1992,Computer Science,3.21
1284,Hailey,Allen,Female,10/8/2002,Mathematics,2.08
1285,Lincoln,Hussain,Male,11/14/2000,Physics,2.7
1286,Leilani,Harvey,Female,5/31/1993,Computer Science,2.52
1287,Scarlett,Green,Female,4/6/2005,Mathematics,2.98
1288,Eden,Ward,Female,10/9/1992,Mathematics,2.71
1289,Michael,Martin,Male,5/17/1990,Physics,3.9
1290,Luka,Bell,Male,6/20/2004,Biology,3.52
1291,Walker,Perry,Male,4/14/2003,Physics,3.61
1292,Colton,Allen,Male,10/2/1998,Biology,3.51
1293,Riley,Russell,Female,7/16/1993,Mathematics,3.99
1294,Levi,Evans,Male,12/6/1996,Computer Science,2.68
1295,Axel,Fletcher,Male,4/13/1999,Computer Science,2.8
1296,Bonnie,Wilson,Female,4/12/2001,Physics,3.44
1297,Stella,Brooks,Female,11/20/1990,Biology,3.5
1298,Luke,Griffiths,Male,3/4/1990,Biology,2.74
1299,Autumn,Anderson,Female,7/13/1991,Computer Science,2.52
1300,Raelynn,Dixon,Female,4/26/1994,Computer Science,2.28
1301,Cameron,Graham,Male,2/9/1996,Computer Science,2.21
1302,Evelyn,Cook,Female,8/6/1998,Physics,2.53
1303,Maryam,Butler,Female,12/30/1992,Biology,3.21
1304,Cameron,Bell,Male,10/23/1994,Physics,3.84
1305,Grayson,White,Male,8/4/1997,Mathematics,3.66
1306,George,Powell,Male,10/28/1995,Computer Science,2.8
1307,Rose,Lawrence,Female,8/24/1994,Physics,2.67
1308,Silas,Moore,Male,12/1/1995,Biology,3.17
1309,Elena,Morgan,Female,2/15/1999,Biology,3.56
1310,Iris,King,Female,7/13/1998,Mathematics,2.65
1311,Rosie,Clark,Female,8/18/2004,Mathematics,3.88
1312,Lincoln,King,Male,2/11/1995,Computer Science,3.17
1313,Micah,Dixon,Male,4/15/1998,Mathematics,3.7
1314,Brooklyn,Collins,Female,1/28/1996,Mathematics,2.73
1315,Emily,Graham,Female,10/14/1996,Mathematics,3.18
1316,Enzo,Davies,Male,2/17/1994,Mathematics,3.96
1317,Anaya,Walker,Female,11/19/1991,Mathematics,2.6
1318,Brooks,Palmer,Male,12/3/1998,Computer Science,3.61
1319,Caleb,Turner,Male,11/14/1998,Computer Science,3.46
1320,Clara,Cooper,Female,1/7/2004,Mathematics,3.87
1321,Ali,Smith,Male,1/14/1991,Biology,2.3
1322,Maeve,Day,Female,4/2/2001,Physics,2.44
1323,Miles,Powell,Male,10/13/2005,Physics,3.81
1324,Nova,Robinson,Female,12/24/1997,Computer Science,2.76
1325,Beau,Phillips,Male,5/15/2004,Biology,2.55
1326,Rowan,Allen,Male,5/18/2003,Biology,2.57
1327,Asher,Miller,Male,12/27/1998,Physics,3.67
1328,Isla,Fletcher,Female,2/17/1996,Biology,2.09
1329,Finley,Roberts,Male,1/11/1992,Computer Science,2.1
1330,Grace,Brooks,Female,8/2/1999,Computer Science,2.84
1331,Julian,Powell,Male,1/6/2000,Physics,2.95
1332,Everett,Harvey,Male,11/6/2004,Computer Science,3.75
1333,Axel,Owen,Male,5/25/2003,Computer Science,3.5
1334,Isaac,Edwards,Male,10/3/2001,Physics,2.62
1335,Daniel,Mason,Male,4/5/2000,Mathematics,3.05
1336,Theodore,Baker,Male,11/18/2005,Computer Science,2.86
1337,Jacob,Allen,Male,5/5/1994,Mathematics,2.06
1338,Rose,Ward,Female,10/29/1990,Biology,2.41
1339,Beau,Thompson,Male,5/17/2001,Biology,3.01
1340,Lily,Harris,Female,3/19/1996,Physics,2.91
1341,Cameron,Harris,Male,4/11/1995,Computer Science,3.13
1342,Jace,Saunders,Male,5/25/2003,Physics,2.58
1343,Paisley,Hall,Female,8/31/2002,Physics,3.68
1344,Jayden,Phillips,Male,3/30/2005,Physics,3.23
1345,Daniel,Hall,Male,7/15/2003,Computer Science,3.05
1346,Eli,Shaw,Male,9/5/1991,Mathematics,2.07
1347,Layla,Jenkins,Female,6/6/2002,Biology,2.31
1348,Jade,Griffiths,Female,8/27/1999,Mathematics,2.06
1349,Caleb,Wood,Male,6/20/1994,Biology,2.83
1350,Arthur,Martin,Male,10/3/1997,Mathematics,2.74
1351,Florence,Rogers,Female,6/12/1995,Physics,2.83
1352,Isla,Morris,Female,4/17/2003,Physics,2.72
1353,Miles,Thomas,Male,2/10/2001,Computer Science,2.94
1354,Evie,Knight,Female,7/18/1995,Mathematics,2.47
1355,Mila,Owen,Female,3/27/2002,Computer Science,2.88
1356,Josiah,Hall,Male,5/24/2003,Computer Science,3.39
1357,Sarah,Jackson,Female,7/26/2002,Computer Science,3.92
1358,Lyla,Mitchell,Female,4/22/2000,Physics,2.85
1359,Asher,Gray,Male,3/17/2001,Computer Science,2.19
1360,Owen,Powell,Male,11/11/1998,Physics,3.23
1361,Silas,Young,Male,10/26/2002,Biology,2.09
1362,Hailey,Fisher,Female,2/13/2004,Physics,3.6
1363,Christian,Harvey,Male,4/27/2001,Biology,3.23
1364,Noah,Lane,Male,12/9/1991,Computer Science,3.89
1365,Addison,Jones,Female,8/29/1998,Mathematics,2.77
1366,Lincoln,Brown,Male,12/10/1995,Mathematics,2.45
1367,Jade,Butler,Female,4/26/2001,Physics,2.91
1368,Delilah,Roberts,Female,6/21/2003,Biology,2.15
1369,Poppy,Stevens,Female,5/9/1990,Biology,3.49
1370,Hannah,Moore,Female,4/16/1999,Mathematics,2.07
1371,Josie,Kennedy,Female,3/29/1996,Mathematics,3.19
1372,Caleb,Morris,Male,10/11/1995,Computer Science,2.17
1373,Xavier,Morgan,Male,1/1/2003,Mathematics,2.68
1374,Maverick,Lewis,Male,8/27/2005,Physics,3.9
1375,Julian,Morgan,Male,2/20/1998,Biology,3.49
1376,Kai,Andrews,Male,2/26/1993,Biology,3.28
1377,Luna,Fisher,Female,12/7/1998,Mathematics,3.31
1378,Camila,Cooper,Female,5/16/1998,Physics,3.88
1379,Gabriella,Morris,Female,5/30/1992,Biology,3.6
1380,Serenity,Hussain,Female,9/16/2001,Physics,2.66
1381,Ali,Marshall,Male,11/16/1992,Mathematics,2.17
1382,Violet,Lewis,Female,2/2/2000,Biology,2.41
1383,Theodore,Bell,Male,8/6/2002,Mathematics,2.93
1384,Ayla,Baker,Female,2/1/1998,Physics,3.6
1385,Hudson,Parker,Male,3/29/1996,Computer Science,3.15
1386,Kai,Brown,Male,2/11/2000,Physics,2.33
1387,Sophia,Ford,Female,2/1/1990,Physics,2.05
1388,Enzo,Jenkins,Male,9/23/1990,Computer Science,3.23
1389,Skylar,Miller,Female,9/11/2005,Biology,3.19
1390,Rowan,Campbell,Male,3/17/2003,Physics,3.08
1391,Arthur,Morris,Male,11/19/1995,Mathematics,2.49
1392,Nova,Cox,Female,1/6/1995,Physics,3.3
1393,Bonnie,Harris,Female,11/25/1997,Mathematics,3.9
1394,Daniel,Harvey,Male,3/30/1996,Computer Science,3.78
1395,Archie,Howard,Male,8/30/1993,Computer Science,3.75
1396,Stella,Clarke,Female,8/17/1996,Mathematics,2.65
1397,Ember,Gray,Female,3/25/1997,Computer Science,2.42
1398,Eleanor,Marshall,Female,8/30/2005,Computer Science,2.84
1399,Aaliyah,Singh,Female,7/8/2004,Computer Science,3.85
1400,Freddie,Clarke,Male,1/13/1998,Mathematics,3.15
1401,Rose,Kennedy,Female,8/10/2002,Computer Science,2.33
1402,Willow,Brooks,Female,11/4/2005,Mathematics,3
1403,Ryan,Lawrence,Male,5/23/1997,Mathematics,3.51
1404,Sienna,Day,Female,3/12/1997,Physics,2.12
1405,Jade,Hunt,Female,3/24/1993,Computer Science,2.68
1406,Victoria,Clarke,Female,5/3/1991,Physics,2.45
1407,Jaxon,Phillips,Male,6/10/1996,Computer Science,2.05
1408,Mila,Mitchell,Female,2/22/1990,Biology,2.65
1409,River,Jones,Male,7/5/1997,Computer Science,2.75
1410,Charlie,Begum,Male,11/16/1997,Computer Science,3.82
1411,Ahmed,Phillips,Male,1/28/2005,Computer Science,3.41
1412,Jacob,Payne,Male,8/10/1990,Computer Science,2.82
1413,Brielle,Moore,Female,11/7/1993,Mathematics,2.5
1414,Maryam,Howard,Female,7/17/1992,Biology,2.09
1415,Reuben,Stevens,Male,6/1/1999,Mathematics,3.78
1416,Jayden,Palmer,Male,2/26/1999,Physics,2.77
1417,Levi,Powell,Male,6/15/1993,Physics,3.62
1418,Lily,Owen,Female,5/11/1995,Physics,2.1
1419,James,Khan,Male,4/4/1993,Computer Science,3.27
1420,Lillian,Murphy,Female,7/12/1991,Mathematics,3.21
1421,Hazel,Jenkins,Female,2/3/1991,Mathematics,3.49
1422,Ezra,Gray,Male,11/10/1995,Mathematics,2.05
1423,Fatima,Russell,Female,9/28/2004,Mathematics,3.8
1424,Nolan,Johnson,Male,2/23/1994,Physics,3.68
1425,Joseph,Chapman,Male,5/27/1999,Computer Science,3.76
1426,Violet,Baker,Female,11/19/2000,Biology,3.67
1427,John,Bailey,Male,10/20/1999,Mathematics,3.37
1428,Hallie,Thompson,Female,8/25/1991,Physics,3.84
1429,Christopher,Graham,Male,12/30/1992,Computer Science,3.19
1430,Aaliyah,Harris,Female,3/29/2001,Mathematics,3.38
1431,Zara,Adams,Female,6/21/2005,Physics,3.16
1432,Zoey,Taylor,Female,5/8/1998,Biology,2.63
1433,Arlo,Shaw,Male,12/13/2002,Computer Science,3.65
1434,Arabella,Murray,Female,7/4/2001,Physics,3.98
1435,Mila,Richards,Female,9/17/1997,Biology,3.44
1436,Abigail,Hunt,Female,8/29/1991,Biology,2.17
1437,Rose,Bell,Female,2/29/2000,Mathematics,2.42
1438,Millie,Williams,Female,1/26/2001,Biology,3.36
1439,Beau,Phillips,Male,3/9/2003,Computer Science,2.23
1440,Nova,Webb,Female,9/18/2005,Computer Science,2.68
1441,Maria,Phillips,Female,1/30/2001,Physics,2.18
1442,Ava,Shaw,Female,7/5/1999,Biology,2.9
1443,Miles,Robinson,Male,9/7/2003,Physics,3.15
1444,Athena,Gibson,Female,2/12/2002,Mathematics,2.23
1445,Finley,Elliott,Male,1/7/1996,Mathematics,3.68
1446,Zara,Phillips,Female,7/12/2003,Mathematics,2.03
1447,Serenity,Lane,Female,10/17/1993,Biology,2.5
1448,Addison,Watson,Female,11/26/1992,Computer Science,2.65
